Title,Values
Start Time,"0.4460353, 5.0054231"
25% prevalence rate time,"12.1170779, 19.4893693"
50% prevalence rate time,"14.1500446, 23.6014361"
Peak_Times,"17.2671024, 24.7819363"
Peak_Infections,"6672.0, 5146.0"
Total Infections,"145127650.0, 77145594.0"
Total Unique Infections,"9911, 8572"
Total Unique Recoveries,"9962.0, 9893.0"
