Title,Values
Start Time,"0.2323974, 5.0156184"
25% prevalence rate time,"10.7948545, 15.1216093"
50% prevalence rate time,"12.9117567, 16.3633705"
Peak_Times,"15.5428154, 18.1381779"
Peak_Infections,"6461.0, 6320.0"
Total Infections,"142938254.0, 88642878.0"
Total Unique Infections,"9824, 8696"
Total Unique Recoveries,"9963.0, 9983.0"
