Title,Values
Start Time,"0.9007573, 5.1034767"
25% prevalence rate time,"14.0256459, 17.9156272"
50% prevalence rate time,"16.1342752, 19.1434443"
Peak_Times,"19.5403215, 22.0130309"
Peak_Infections,"6739.0, 7451.0"
Total Infections,"179837935.0, 137961059.0"
Total Unique Infections,"9959, 9988"
Total Unique Recoveries,"9959.0, 9988.0"
