Title,Values
Start Time,"0.3681852, 5.0353908"
25% prevalence rate time,"14.3048302, 11.938592"
50% prevalence rate time,"-1.0, 12.8378714"
Peak_Times,"18.3945683, 15.0054954"
Peak_Infections,"4847.0, 7680.0"
Total Infections,"78722539.0, 146175380.0"
Total Unique Infections,"8508, 9849"
Total Unique Recoveries,"9931.0, 9992.0"
