Title,Values
Start Time,"0.5792464, 5.0948876"
25% prevalence rate time,"13.8431338, 24.9217544"
50% prevalence rate time,"15.9238058, -1.0"
Peak_Times,"19.2351161, 27.9573485"
Peak_Infections,"6619.0, 2989.0"
Total Infections,"116168808.0, 36358146.0"
Total Unique Infections,"9913, 6406"
Total Unique Recoveries,"9972.0, 9744.0"
