Title,Values
Start Time,"0.0076766, 5.0139897"
25% prevalence rate time,"11.4963077, 15.0110359"
50% prevalence rate time,"13.4557374, 16.449219"
Peak_Times,"16.8030698, 19.6582893"
Peak_Infections,"6776.0, 7275.0"
Total Infections,"179710002.0, 138330066.0"
Total Unique Infections,"9959, 9982"
Total Unique Recoveries,"9959.0, 9982.0"
