Title,Values
Start Time,"1.0247107, 5.2103275"
25% prevalence rate time,"14.8715571, 18.0312849"
50% prevalence rate time,"17.0375106, -1.0"
Peak_Times,"19.4844321, 23.1464835"
Peak_Infections,"6206.0, 4810.0"
Total Infections,"126376345.0, 78536043.0"
Total Unique Infections,"9649, 8453"
Total Unique Recoveries,"9945.0, 9911.0"
