Title,Values
Start Time,"0.0298584, 5.0077589"
25% prevalence rate time,"12.0482017, 9.6795888"
50% prevalence rate time,"14.966323, 10.5462443"
Peak_Times,"16.487543, 12.4492679"
Peak_Infections,"5373.0, 7761.0"
Total Infections,"94037964.0, 159598810.0"
Total Unique Infections,"9021, 9892"
Total Unique Recoveries,"9933.0, 9987.0"
