-A
2,4108,6159,6162,4119,8215,4121,27,8221,4127,34,8226,8230,2089,8234,42,6187,6189,4146,57,2107,4157,2110,2111,6213,8267,6220,6221,2124,4177,82,84,2133,4183,2142,4192,2145,6247,105,6250,2155,8304,4209,8305,8308,4215,2171,2173,128,2180,4231,4238,6289,153,154,4253,6304,161,162,8357,2214,6313,179,6325,8378,2236,4286,4287,193,2242,4293,4298,4304,211,4308,4312,6367,6371,6372,8420,241,8439,250,2303,4353,2306,6405,4358,270,8462,2326,2337,4385,8482,6437,6439,8489,4395,300,8492,4399,8498,8501,6460,4412,6461,8511,8519,8523,332,331,2385,4436,2388,8534,340,4444,352,356,358,6507,6513,4467,377,2437,4489,4491,6539,6542,6543,4497,403,2452,6559,4513,8610,6564,6566,4518,425,2475,428,6572,8619,6586,4539,8641,2498,450,451,2502,8648,459,2507,2519,473,2522,4578,483,8677,486,4588,8686,2548,2549,2566,523,2571,4621,2574,2579,8728,538,8737,4650,6698,8748,555,8750,2607,564,8759,8762,573,8766,2625,8772,6725,583,8779,8783,4697,2652,604,8797,4701,6752,4706,4713,2666,8812,8826,643,644,6788,4744,653,2714,667,2716,8864,6818,2722,4771,8877,2739,6846,4798,4801,709,4806,6856,8905,722,4823,8920,2777,4829,8928,738,2790,6887,6895,6898,754,758,2815,4865,4866,8969,2827,782,4881,8981,790,6935,4890,795,8990,4911,818,2870,9017,6969,2873,6974,2879,832,9029,4937,844,4941,845,9041,4946,9042,6999,856,2911,872,2924,4973,878,9072,4977,9075,4986,9083,7037,2941,896,2945,4997,7048,9099,907,7056,5010,5012,9118,5022,7073,2981,9128,9138,5049,9148,7101,957,959,5054,9152,958,9168,5073,3026,7125,7134,7137,7138,9187,5094,5095,9193,9203,7157,5112,9208,9209,1021,9213,3069,1023,1026,5122,7178,9229,7182,7184,9235,1047,9242,3099,5148,9246,1057,1061,9261,5167,1082,3132,5182,7231,9280,7234,3143,5199,7248,7249,9299,5209,1114,9313,7265,1124,7269,9318,9321,5227,3182,9336,1145,1148,5247,3207,5258,9359,9367,3228,3230,1182,7335,9387,9389,9395,1203,1207,1209,3259,3260,7357,7359,5314,5315,1222,5319,9416,1225,7375,1233,1234,3284,9429,5337,9434,9442,1252,3304,1260,3313,9459,9464,7419,9467,3325,1283,9478,3335,1291,3339,7437,5391,9492,3354,3355,5402,1307,1310,9507,5414,7471,3377,7474,9523,7476,3381,7484,9542,9544,9545,7499,1355,3409,1364,7514,3420,5472,7527,5485,1395,7540,3444,1398,5498,9597,3460,9615,1423,7568,3474,9620,7576,7583,3489,5538,9633,1441,5543,7593,5556,3508,5561,3519,5573,5576,3530,9676,9678,5587,9684,3542,1497,3559,5609,5611,3571,5620,1523,7670,7674,5626,9725,7680,3592,1545,5652,7700,7702,9754,3614,5664,1571,3619,5671,1584,1592,5688,1595,9787,3647,1603,7752,7753,9804,5709,7760,1618,7765,9818,1630,1631,1632,7777,9833,5741,7789,7790,9840,7792,9849,9854,3710,9856,7811,9860,3718,7817,9870,5775,3736,7835,1693,5793,1698,9898,7856,5810,3763,9906,1717,5822,1727,5826,9924,9935,1744,7891,3796,9947,5852,5854,5855,5856,9959,1768,7917,9965,5869,1776,7932,5884,5886,1791,1795,9989,7942,3847,3849,3853,5902,1813,1815,7963,1820,3875,3876,7978,3891,1853,7999,5953,8017,5971,3928,1893,8040,1897,3944,3949,1910,1913,8068,6025,8074,8075,1936,8094,8096,6053,8105,8110,1973,6070,4025,8123,4032,1992,6093,8141,8144,4050,6098,2003,2006,8159,6119,2023,6134,6136
-B
2,8195,4101,8203,8204,13,4108,4119,8215,4121,25,27,8220,8221,4125,4127,34,4130,36,8226,8230,4137,8234,42,4140,4145,8243,8245,57,4155,4157,65,8259,70,8267,4177,82,83,84,4182,4183,4186,4188,8285,4190,4192,102,4199,4202,8304,4209,8305,4211,8308,4214,4215,121,4217,128,4225,8326,4231,8327,138,139,4238,146,151,153,154,8347,4253,8350,8353,162,161,8357,165,4262,170,4268,172,4270,4273,179,8372,8373,8374,4280,8378,4286,4287,192,193,4293,4296,202,4298,4301,4304,211,4308,4309,4311,4312,217,4316,8414,4319,8420,4328,234,8429,8430,4335,241,245,8439,250,4349,4353,8450,8451,260,4358,8454,4359,262,4366,270,4367,8462,279,4376,8474,4385,8482,8484,8486,8487,296,8489,8488,4395,300,8492,298,4399,305,8498,8499,4404,8501,310,8502,8506,315,4412,8508,8511,324,4423,8519,329,8522,8523,332,335,338,4436,4437,8534,4439,344,341,340,347,4444,8541,350,352,8544,355,4452,8549,358,356,8548,364,8558,367,8560,4467,8566,4470,377,4478,4483,390,391,4489,4491,8590,400,4497,403,404,4501,407,4506,415,4511,4513,8610,4518,8616,425,8618,8619,428,8621,8620,4527,432,4520,8632,4539,444,4540,8641,450,451,453,8648,8651,459,463,8656,473,4571,477,4578,8677,486,8679,8681,4588,4592,8689,498,8688,8692,8693,8697,8699,4608,8704,8707,521,523,4621,527,8723,8728,538,539,4637,8735,4639,8737,4643,4645,4650,555,8748,8750,559,560,561,8752,8754,564,8759,8762,573,8766,8772,583,8778,8779,4684,8783,8786,594,4692,8791,4697,8796,604,8797,4703,607,4705,4706,4701,616,4713,8811,8812,8814,4722,8826,641,8834,643,644,4744,8841,4746,648,653,4750,660,662,667,8859,8864,8865,4769,4771,674,4773,8874,8877,4781,8878,4784,8881,8882,8889,4794,698,4793,4798,8896,4801,709,4806,4809,8905,722,8919,4823,8920,4829,8928,738,4835,739,8930,4846,8946,8947,754,758,4855,8952,768,4865,4866,4871,8969,782,4881,788,8981,790,794,795,8988,8990,4895,801,4898,8997,9005,4911,818,822,9017,828,831,4928,833,832,4930,4932,9029,4937,843,844,4941,845,4943,848,9041,4946,9043,9042,4944,856,4954,9054,9059,872,876,4973,878,9072,881,4977,9075,884,887,4986,9083,4988,896,4994,899,4997,9099,907,9101,5006,9103,5008,5010,5012,5017,9118,5022,929,5030,9126,936,9128,9138,9141,9143,5049,5050,9148,5053,957,959,5054,9153,9152,5057,9156,958,975,9168,5073,978,5072,9172,5077,5075,9176,9178,988,994,5091,5092,9187,5094,5095,9190,9193,5097,5103,5104,9200,9203,9208,9209,5112,1021,9213,1023,9216,1025,1026,1027,5122,9221,5127,9223,9229,5133,1039,5136,9231,5138,9235,9237,5141,1047,1046,5145,9242,5148,9246,5151,1057,1060,1061,9255,9261,5167,5169,1082,1084,5182,9279,9280,5199,9299,1108,5209,1114,5210,5215,1120,9313,1123,1124,9318,9321,5227,1134,9331,9333,9336,1145,5242,1148,5247,5254,5258,9357,9359,1169,1173,9366,9367,9368,1182,9379,5284,5287,5288,5290,5291,9387,9389,5294,9386,5297,5298,9395,1203,1207,1209,1210,9403,9406,1214,5314,5315,1222,5319,9416,1225,9418,5324,9422,1233,1234,5333,9429,5337,9434,9439,5344,9442,1252,5356,1260,5360,5362,9459,9460,9464,9466,9467,5376,5378,1283,1286,9478,1291,5391,1295,5393,9492,1302,9496,1304,5402,1307,1310,1311,5408,9505,5409,9507,5414,1318,1319,9515,1324,1328,9523,9524,5434,9535,5442,9539,9540,5446,9544,9545,1355,9548,5458,1364,5460,5463,5465,5466,9564,5472,5473,9571,5477,9581,5485,9583,9584,1394,1397,1398,5497,5498,9597,1408,5505,5510,1415,9609,1418,9615,1424,1425,1423,1427,5519,9620,1430,9631,5536,9633,5538,1441,5543,1448,1449,5547,9645,9646,9649,5556,5557,5561,9664,5569,5573,9670,5576,9673,5579,9676,9677,1485,5582,5580,9681,9678,5587,9684,1497,5594,9694,5599,1505,9697,5609,5611,5614,5619,5620,9717,9718,1523,5622,1531,9725,9729,5636,1543,9737,5644,9744,1553,5652,1558,9754,5659,5660,5664,5666,1571,5669,5671,9768,5676,5678,1584,1589,1592,5688,5690,1595,5692,9787,5697,1602,9793,9804,5709,9807,9810,1618,1622,5722,9818,1628,9821,1630,5727,1632,1633,1631,9829,9833,5738,5741,9837,1647,9840,9845,9847,9849,1658,9851,1662,9854,9856,1666,9860,1670,5766,1671,9865,9869,9870,5775,9873,9881,9882,9884,1693,1694,1695,5793,1698,9891,5802,9898,5804,9906,5810,9908,1717,1718,5815,5818,9915,5822,1727,5823,9921,5826,1730,9924,5829,9922,5830,1737,5835,9933,1741,9935,1744,1743,5842,9942,1754,9947,5852,5854,9951,9952,5855,5858,9954,5856,9957,5862,9959,1768,9965,1776,5874,9971,1779,5877,1782,1783,5882,5884,5885,5886,1791,9985,1795,5892,9989,9990,9992,5896,9994,5902,9999,9998,1809,1813,1815,5913,1820,1825,5922,1831,1832,5931,5932,1842,5943,1848,5946,1852,1853,1854,1857,5953,5956,5963,5964,1872,5971,1877,1879,5976,1889,1892,1893,1897,1903,6008,1913,6011,1916,6016,6018,6025,1936,6042,1957,6053,6064,1972,1973,6074,1980,6079,1987,1992,6093,6098,2003,6101,2006,6113,6116,6119,2023,6122,2032,6134,6136,2044,6143,6148,6158,6159,6161,6162,2070,2071,2082,6179,6181,2089,6187,6189,2097,6194,2107,2110,2111,6213,2120,6220,6221,2124,2133,6235,2142,2145,6244,6245,6247,2152,6250,2155,6251,6255,6260,6261,6263,6266,2171,2172,2173,6270,2176,2178,2180,2185,6289,2198,2199,6295,2201,2206,6304,2214,6313,2224,6325,6326,2236,2241,2242,6341,2249,2257,6353,6361,2268,6367,6371,6372,6376,6385,2290,2294,2303,2306,6403,2308,6405,2309,2315,6414,2326,6426,6428,2336,2337,6437,2346,6448,2356,6453,6458,6460,6461,2385,6484,2388,2393,2394,6495,2400,6507,6510,6513,6514,2422,2426,6525,2433,2437,6538,6539,6541,6542,6543,6545,2452,6551,2455,6555,6559,2463,2470,2471,6566,2475,6572,6579,2485,2486,6583,6586,2495,2496,2498,2502,6599,2507,6612,6616,6617,2522,6619,6624,6627,2540,2548,2549,6655,2561,6658,2562,2566,6662,6664,6665,2571,2574,6670,2579,2581,6680,2585,2591,2593,2600,6698,6699,2605,2607,6705,2621,2625,6722,6725,6729,2635,2636,6734,6736,6744,2652,6752,6757,2664,6762,2666,2679,2683,6787,6788,6790,6799,2707,2714,2716,6812,2721,6818,2722,2728,6825,2729,2739,2740,2742,2746,6846,6856,2773,2777,6878,2788,2790,6887,2792,6895,6898,6904,2814,2815,6919,6921,6922,2827,6923,6925,2838,6935,2840,2841,2844,6944,6947,2853,6950,6954,2870,6969,2873,6974,2879,6976,2885,2896,6999,7005,2911,2913,2916,2920,2924,7020,7023,2931,7037,2941,7040,2945,7048,7049,7056,2964,7065,2969,2973,7073,7075,2981,7078,2988,2990,2991,7093,2999,7099,7101,3006,7108,3014,7111,3016,7117,3025,3026,7125,7127,7134,7137,7138,7140,3053,3057,7153,7157,7164,7165,3069,7168,7173,7178,3084,7182,7184,7185,3092,3099,7201,7202,3105,7217,3126,7227,7228,3132,7231,7234,3142,3143,3147,7248,7249,7262,7265,7269,3179,7277,3182,7278,7279,3186,7296,3207,3208,7316,3228,3230,3231,7327,7331,7335,7340,7347,3260,7357,3262,7359,3271,3275,7375,7377,3284,3285,3291,7389,3297,3301,3304,7402,3309,3313,7415,7419,3325,3335,7435,3339,7437,7443,3350,3354,3355,3358,7455,7462,3375,7471,3377,7474,7476,3381,3386,7487,3393,7489,7491,3403,7499,7503,3409,3414,3416,7514,3420,7525,7527,7529,3441,7540,3444,7546,7553,7555,3460,7564,7568,3474,3477,7576,7580,7583,3489,7586,7593,7600,3508,7610,3519,3521,7619,3529,3530,7632,3542,3548,7648,7652,3559,3565,7662,3571,7670,7674,7679,7680,7682,3591,3592,3601,7700,7702,7705,7710,3614,7715,3619,3622,7722,3628,3632,3637,3643,3647,3649,3650,7752,7753,3659,7760,7765,7769,7771,7777,3684,7783,3689,7787,7789,7790,7791,7792,3697,3698,3710,3714,7811,3718,3720,7817,7818,3725,3729,7830,3736,7835,3750,3758,7856,3760,3763,7881,3794,7891,7908,3812,7910,7917,7932,7933,3840,7942,3847,3846,3849,7947,3853,7952,7963,3871,7968,3872,3875,7978,3885,3888,3891,7990,7994,7995,7999,3916,8017,8022,3928,8028,3934,3943,8040,3944,8043,3949,3950,3951,8059,8060,8063,8064,8068,8069,8074,8075,3980,3984,8089,8094,3999,8095,8096,8105,8110,4018,4020,8123,4028,4027,8126,4032,8128,4037,8135,4045,8141,4048,8144,4050,8152,4056,8158,8159,4062,4066,4071,4083,8180,8187
