Start Time,End Time,Status
0.0,49.6654889,2.0
5.2076452,52.8130956,2.0
5.3575135,42.6975629,2.0
5.4850369,47.3302573,2.0
5.5319332,7.3995379,2.0
6.5225565,68.7002578,2.0
6.5719664,53.5382661,2.0
6.6436757,66.9270558,2.0
6.7245501,55.9949367,2.0
