Title,Values
Peak_Times,"7.4486535, 12.9240453, 6.00007"
Peak_Infections,"6644.0, 3191.0, 1.0"
Total Infections,"639400851.0, 248964477.0, 18219.0"
Total_Unique_Infections,"9901.0, 9524.0, 7178.0"
